Inhibitor	ID	DMOG_0h	DMOG_4h	DMOG_8h	DMOG_12h	DMOG_16h	DMOG_20h	DMOG_24h	DMOG_28h	DMOG_32h	DMOG_36h	DMOG_40h	DMOG_44h	DMOG_48h	DMOG_Log0h	DMOG_Log4h	DMOG_Log8h	DMOG_Log12h	DMOG_Log16h	DMOG_Log20h	DMOG_Log24h	DMOG_Log28h	DMOG_Log32h	DMOG_Log36h	DMOG_Log40h	DMOG_Log44h	DMOG_Log48h	DMOG_AUC4h	DMOG_AUC8h	DMOG_AUC12h	DMOG_AUC16h	DMOG_AUC20h	DMOG_AUC24h	DMOG_AUC28h	DMOG_AUC32h	DMOG_AUC36h	DMOG_AUC40h	DMOG_AUC44h	DMOG_AUC48h	DMOG_TotalAUC	siDMOG_0h	siDMOG_4h	siDMOG_8h	siDMOG_12h	siDMOG_16h	siDMOG_20h	siDMOG_24h	siDMOG_28h	siDMOG_32h	siDMOG_36h	siDMOG_40h	siDMOG_44h	siDMOG_48h	siDMOG_Log0h	siDMOG_Log4h	siDMOG_Log8h	siDMOG_Log12h	siDMOG_Log16h	siDMOG_Log20h	siDMOG_Log24h	siDMOG_Log28h	siDMOG_Log32h	siDMOG_Log36h	siDMOG_Log40h	siDMOG_Log44h	siDMOG_Log48h	siDMOG_AUC4h	siDMOG_AUC8h	siDMOG_AUC12h	siDMOG_AUC16h	siDMOG_AUC20h	siDMOG_AUC24h	siDMOG_AUC28h	siDMOG_AUC32h	siDMOG_AUC36h	siDMOG_AUC40h	siDMOG_AUC44h	siDMOG_AUC48h	siDMOG_TotalAUC
Imatinib mesylate	SC02	1.150126645	1.134309027	1.117941483	1.102566781	1.093380107	1.112195231	1.05926626	1.091959899	1.092634708	1.088442458	1.128663887	1.257726589	1.049108194	0.060745665	0.054731388	0.048419072	0.042404904	0.038771168	0.046181029	0.025005139	0.03820669	0.038474992	0.036805474	0.052564629	0.099586242	0.020820279	0.230954106	0.20630092	0.18164795	0.162352143	0.169904393	0.142372336	0.126423658	0.153363363	0.150560933	0.178740208	0.304301743	0.240813043	2.247734796	0.911756887	0.97426057	0.972616777	0.949504906	0.925976675	0.92730075	0.941582487	0.940062742	0.939526914	0.960777356	0.892666958	0.876119451	0.867699626	-0.040120948	-0.011324874	-0.012058243	-0.022502787	-0.033399953	-0.032779389	-0.026141628	-0.02684316	-0.027090774	-0.017377241	-0.04931054	-0.057436678	-0.06163059	-0.102891643	-0.046766234	-0.069122061	-0.11180548	-0.132358684	-0.117842033	-0.105969575	-0.107867868	-0.088936031	-0.133375563	-0.213494436	-0.238134535	-1.468564142
PF0477736	SC03	1.346134268	1.325695264	1.091795954	1.033093325	0.887021712	1.138248308	1.049937342	0.934103492	0.94184741	1.150104159	1.102582567	1.088310361	1.022338644	0.12908838	0.122443705	0.038141481	0.014139556	-0.05206575	0.056237013	0.021163382	-0.029605004	-0.026019452	0.060737174	0.042411122	0.036752764	0.009594777	0.50306417	0.321170371	0.104562072	-0.075852388	0.008342528	0.154800791	-0.016883245	-0.111248913	0.069435444	0.206296591	0.158327771	0.092695082	1.414710272	0.88397098	0.932983081	0.920815354	0.902300105	0.872457948	0.85395549	0.857638678	0.871288592	0.861517651	0.858617674	0.866838935	0.884843015	0.874655809	-0.053561992	-0.030126232	-0.035827448	-0.044648992	-0.059255497	-0.068564765	-0.066695641	-0.059837972	-0.06473582	-0.066200176	-0.06206159	-0.053133773	-0.058162815	-0.167376448	-0.131907359	-0.16095288	-0.207808977	-0.255640523	-0.270520813	-0.253067227	-0.249147585	-0.261871993	-0.256523533	-0.230390726	-0.222593177	-2.667801241
Quizartinib	SC04	1.373894847	1.34962087	1.325027233	1.279152099	1.123617819	1.075895488	0.975647919	0.951061232	0.929965523	0.929005945	0.90430913	0.872016102	0.760379519	0.137953495	0.130211785	0.122224804	0.106922188	0.050618618	0.031770086	-0.010706877	-0.021791521	-0.031533152	-0.031981507	-0.043683084	-0.059475496	-0.118969589	0.53633056	0.504873179	0.458293984	0.315081611	0.164777408	0.042126418	-0.064996797	-0.106649346	-0.127029317	-0.151329183	-0.20631716	-0.35689017	1.008271188	0.861777925	1.056541238	1.054629334	1.254000162	1.191062522	1.30173758	1.314589629	1.329921892	1.329784438	1.376084001	1.372895873	1.368535729	1.370787189	-0.064604635	0.023886453	0.023099847	0.098297593	0.075934559	0.114523443	0.118790202	0.123826135	0.123781246	0.138644946	0.1376376	0.13625614	0.136970037	-0.081436364	0.093972599	0.242794879	0.348464304	0.380916004	0.466627289	0.485232674	0.495214763	0.524852384	0.55256509	0.547787479	0.546452354	4.603443455
Masatinib	SC05	1.293363098	1.27182384	1.283105225	1.498187824	1.351553567	1.257617381	1.125333608	1.183260028	1.237228915	1.095034988	1.013413287	1.193929375	0.997234692	0.111720466	0.104426961	0.108262273	0.175566263	0.130833263	0.099548531	0.051281289	0.073080194	0.092450061	0.039427996	0.005786594	0.076978638	-0.001202622	0.432294854	0.42537847	0.567657073	0.612799052	0.460763588	0.30165964	0.248722966	0.33106051	0.263756114	0.09042918	0.165530463	0.151552032	4.051603943	0.858100673	0.930416291	1.017051559	1.027255714	0.985827559	0.945923982	0.98874173	0.986409911	0.981817377	0.987638098	0.984733467	1.018680649	1.050852831	-0.066461757	-0.031322694	0.00734297	0.011678566	-0.006199045	-0.024143764	-0.004917136	-0.005942573	-0.007969286	-0.005402166	-0.006681302	0.008038056	0.021541899	-0.195568903	-0.047959448	0.038043071	0.010959041	-0.060685618	-0.058121799	-0.021719418	-0.027823717	-0.026742902	-0.024166935	0.002713509	0.05915991	-0.35191321
CI-1040	SC06	1.344155814	1.329550495	1.211407016	1.159700273	1.533285807	1.505287668	1.507112277	1.396816323	1.238411245	1.221275948	1.208580014	1.143975257	1.014466075	0.128449615	0.123704836	0.083290085	0.064345759	0.185623116	0.177619504	0.178145608	0.145139301	0.092864887	0.086813804	0.082275408	0.058416631	0.006237528	0.504308902	0.413989841	0.295271688	0.49993775	0.726485239	0.711530223	0.646569818	0.476008377	0.359357382	0.338178425	0.281384079	0.129308319	5.382330042	0.902216374	0.999042434	0.981036751	0.957093307	0.942320425	0.969456466	1.020014848	1.063274142	1.075749625	1.006973099	0.991842619	0.971512297	0.935255577	-0.044689295	-0.000416065	-0.008314723	-0.019045721	-0.025801395	-0.013471688	0.008606494	0.026645252	0.031711203	0.003017869	-0.003557234	-0.012551698	-0.029069693	-0.09021072	-0.017461576	-0.054720888	-0.089694232	-0.078546167	-0.009730389	0.070503492	0.116712911	0.069458144	-0.001078731	-0.032217864	-0.083242783	-0.200228804
XL388	SC07	1.168407928	1.152813829	1.190233899	1.195614818	1.098248293	1.017088283	0.993462418	0.960370227	0.988963215	0.95380941	0.913851858	0.942119112	0.8572576	0.067594495	0.061759178	0.075632315	0.077591289	0.040700537	0.007358651	-0.002848557	-0.017561312	-0.004819862	-0.020538397	-0.039124201	-0.025894186	-0.066888656	0.258707345	0.274782986	0.306447208	0.236583652	0.096118376	0.009020188	-0.040819739	-0.044762348	-0.050716518	-0.119325196	-0.130036774	-0.185565684	0.610433496	0.935614113	0.965098605	0.952199896	0.987985091	0.937633808	0.968547153	1.016680691	1.018873234	1.031404369	1.027278508	1.060903192	1.044436162	1.063195829	-0.028903236	-0.015428312	-0.02127187	-0.005249609	-0.027966742	-0.013879231	0.007184575	0.008120153	0.013428967	0.011688202	0.025675756	0.0188819	0.026613264	-0.088663096	-0.073400365	-0.053042959	-0.066432702	-0.083691946	-0.013389311	0.030609458	0.04309824	0.050234338	0.074727917	0.089115313	0.090990329	0.000155215
PIK-75	SC08	1.127010103	1.1126941	1.062730568	0.96992586	0.951024401	0.899920717	0.879584078	0.839174077	0.830057192	0.772937348	0.74922529	0.793798539	0.642566484	0.051927809	0.046375785	0.026423173	-0.013261461	-0.02180834	-0.04579575	-0.055722641	-0.07614794	-0.080891983	-0.111855707	-0.125387571	-0.100289705	-0.192081931	0.196607189	0.145597916	0.026323422	-0.070139603	-0.13520818	-0.203036782	-0.263741162	-0.314079847	-0.385495381	-0.474486558	-0.451354553	-0.584743271	-2.513756809	0.998081463	1.087395932	1.107456912	1.143189469	1.108946995	1.087789109	1.102940592	1.144900871	1.149267972	1.165954093	1.138403387	1.144884483	1.131841784	-0.00083401	0.036387704	0.044326838	0.058118215	0.044910788	0.036544706	0.042552121	0.058767886	0.060421304	0.066681451	0.056296179	0.058761669	0.053785723	0.071107387	0.161429084	0.204890106	0.206058007	0.162910989	0.158193654	0.202640013	0.238378379	0.25420551	0.245955261	0.230115697	0.225094784	2.360978872
PLX4032	SC09	0.91880174	0.897810026	0.913210856	0.86764577	0.847150817	0.848751157	0.854330063	0.838887591	0.814823758	0.789911644	0.719563732	0.725686576	0.656127725	-0.036778191	-0.046815549	-0.039428934	-0.061657546	-0.072039266	-0.071219621	-0.068374311	-0.07629623	-0.088936317	-0.102421484	-0.142930734	-0.139250911	-0.183011611	-0.16718748	-0.172488967	-0.202172961	-0.267393624	-0.286517773	-0.279187863	-0.289341081	-0.330465093	-0.382715602	-0.490704437	-0.56436329	-0.644525042	-4.077063215	0.937385245	0.992315783	0.989398965	0.984923853	0.973429491	0.96981537	1.062462293	1.069379719	1.053883401	1.046118622	1.032573708	1.017442089	0.973124125	-0.028081887	-0.003350101	-0.004628548	-0.006597345	-0.011695501	-0.013310937	0.026313526	0.029131943	0.022792564	0.019580933	0.013921063	0.007509699	-0.011831761	-0.062863976	-0.015957299	-0.022451786	-0.03658569	-0.050012876	0.026005177	0.110890938	0.103849015	0.084746995	0.067003991	0.042861524	-0.008644123	0.238841892
GDC-046	SC10	1.066849722	1.047672623	0.904884198	0.771034158	0.739527651	0.731470616	0.70219133	0.701470535	0.703404569	0.713181414	0.702354542	0.724514361	0.656331889	0.028103248	0.020225595	-0.043406996	-0.112926382	-0.131045583	-0.135803115	-0.153544537	-0.153990567	-0.152794815	-0.146799983	-0.153443605	-0.139953002	-0.182876494	0.096657688	-0.046362801	-0.312666755	-0.487943929	-0.533697397	-0.578695305	-0.615070207	-0.613570763	-0.599189597	-0.600487176	-0.586793213	-0.645658992	-5.523478448	0.903049763	0.99913536	0.958316142	0.921761728	0.927833461	0.94000071	0.975683503	0.976899888	0.996903337	1.001834843	1.010362636	1.027018338	1.029903295	-0.044288317	-0.000375671	-0.018491196	-0.035381328	-0.032529969	-0.026871818	-0.010691038	-0.01014994	-0.00134695	0.000796132	0.004477277	0.011578198	0.012796448	-0.089327976	-0.037733735	-0.107745049	-0.135822595	-0.118803575	-0.075125713	-0.041681957	-0.022993781	-0.001101636	0.010546819	0.032110951	0.048749292	-0.538928954
Cabozantinib	SC11	0.879460747	0.857033232	0.901851236	0.728637971	0.725583433	0.668214458	0.584430572	0.600459257	0.612327886	0.592346507	0.557423566	0.578104269	0.557971105	-0.05578354	-0.067002338	-0.044865095	-0.1374882	-0.139312642	-0.175084132	-0.233267074	-0.221516455	-0.213015962	-0.227424168	-0.253814675	-0.237993824	-0.253388291	-0.245571755	-0.223734866	-0.364706591	-0.553601685	-0.628793548	-0.816702411	-0.909567059	-0.869064835	-0.88088026	-0.962477686	-0.983616997	-0.982764229	-8.42148192	0.918440054	0.972354015	0.955026143	0.932610321	0.950615573	0.931062564	0.945287396	0.943800502	0.937662657	0.940362494	0.950746149	1.010242803	1.019473358	-0.036949185	-0.012175588	-0.01998474	-0.030299783	-0.021995075	-0.031021135	-0.024436133	-0.025119796	-0.02795338	-0.026704701	-0.021935425	0.004425765	0.008375881	-0.098249546	-0.064320656	-0.100569045	-0.104589716	-0.106032421	-0.110914536	-0.099111857	-0.106146351	-0.109316161	-0.097280252	-0.03501932	0.025603292	-1.005946568
Ponatinib	SC12	1.194516738	1.173653121	1.08519593	0.954031444	0.910425687	0.907299473	0.890282809	0.801465738	0.797804647	0.780250436	0.762994989	0.782200052	0.698861868	0.07719224	0.069539758	0.035508156	-0.020437311	-0.040755497	-0.042249341	-0.050472013	-0.096115039	-0.098103438	-0.10776598	-0.117478314	-0.10668216	-0.155608655	0.293463995	0.210095829	0.03014169	-0.122385617	-0.166009678	-0.185442708	-0.293174102	-0.388436954	-0.411738837	-0.450488589	-0.448320948	-0.52458163	-2.456877548	0.91358459	0.98273566	0.981227059	0.962105255	0.938356219	0.927897751	0.934831243	0.923225945	0.914523171	0.902187339	0.897963838	0.883360153	0.869807489	-0.039251235	-0.007563285	-0.008230484	-0.016777413	-0.027632263	-0.032499878	-0.029266781	-0.034691999	-0.038805286	-0.044703272	-0.046741153	-0.053862195	-0.060576857	-0.093629038	-0.031587537	-0.050015794	-0.088819353	-0.120264283	-0.123533319	-0.127917561	-0.146994571	-0.167017117	-0.182888849	-0.201206695	-0.228878105	-1.562752222
LDK378	SD01	1.111726733	1.082930466	1.290656066	0.966916917	0.667019944	0.742168123	0.791752949	0.819045566	0.808587885	0.784219526	0.822256366	0.882004722	0.699808335	0.045998049	0.034600572	0.110810527	-0.014610841	-0.17586118	-0.129497703	-0.10141031	-0.086691936	-0.09227277	-0.105562349	-0.084992755	-0.05452909	-0.155020889	0.161197242	0.290822198	0.192399371	-0.380944044	-0.610717767	-0.461816027	-0.376204494	-0.357929413	-0.395670237	-0.381110208	-0.279043691	-0.419099958	-3.018117027	0.916803014	0.98363398	0.975886873	0.963000126	0.943368033	0.955164141	0.965315573	0.977683292	0.996855315	1.006914773	1.068035794	0.942628255	0.910480712	-0.037723968	-0.007166477	-0.010600524	-0.016373656	-0.025318844	-0.01992199	-0.015330687	-0.009801807	-0.001367871	0.002992713	0.028585808	-0.025659547	-0.04072925	-0.089780889	-0.035534001	-0.05394836	-0.083385001	-0.090481669	-0.070505356	-0.050264988	-0.022339356	0.003249683	0.063157041	0.005852523	-0.132777593	-0.556757966
GCI1746	SD02	1.00578878	0.982371265	1.016916664	0.935863218	0.799458465	0.798143799	0.823436723	0.800504669	0.803681098	0.816503319	0.780520137	0.785552605	0.702574794	0.002506787	-0.007724349	0.007285364	-0.028787621	-0.097204095	-0.097918856	-0.084369769	-0.096636131	-0.094916246	-0.088042046	-0.107615888	-0.104824727	-0.153307435	-0.010435126	-0.000877971	-0.043004515	-0.251983432	-0.390245902	-0.364577249	-0.362011799	-0.383104753	-0.365916583	-0.391315867	-0.42488123	-0.516264324	-3.504618749	0.957094185	1.02173614	1.010726581	1.000108761	0.96428918	0.95132669	0.952758749	0.957714763	0.958520652	0.952297821	0.965411819	0.958002152	0.950711342	-0.019045322	0.009338755	0.004633687	4.72317E-05	-0.015792706	-0.021670319	-0.021017054	-0.018763818	-0.018398526	-0.021227209	-0.015287389	-0.018633515	-0.021951325	-0.019413134	0.027944885	0.009361838	-0.031490949	-0.07492605	-0.085374746	-0.079561745	-0.074324687	-0.07925147	-0.073029196	-0.067841808	-0.081169681	-0.629076743
CX-4945	SD03	1.16204563	1.141735232	1.066248653	0.969665105	0.918468071	0.917486175	0.866562244	0.822373742	0.834667206	0.820384572	0.806283986	0.825560849	0.740996678	0.065223182	0.057565403	0.027858496	-0.013378233	-0.036935937	-0.037400471	-0.062200237	-0.084930765	-0.07848665	-0.085982515	-0.093511966	-0.083250911	-0.130183739	0.245577169	0.170847797	0.028960525	-0.100628339	-0.148672815	-0.199201416	-0.294262004	-0.326834829	-0.32893833	-0.358988963	-0.353525754	-0.4268693	-2.092536259	0.952880415	1.033483733	1.070920031	1.043158743	1.007974462	0.996433354	1.006565771	1.010293235	1.093870496	1.072018705	1.067111542	1.10497034	1.097719575	-0.020961599	0.014303645	0.029757042	0.018350402	0.003449529	-0.001551744	0.002842158	0.004447445	0.038965909	0.030202363	0.028209817	0.043350621	0.040491409	-0.013315908	0.088121374	0.096214888	0.043599863	0.003795571	0.002580828	0.014579205	0.086826707	0.138336544	0.116824361	0.143120876	0.167684059	0.888368369
SB-216763	SD04	1.001682027	0.983319187	0.964022101	0.951231498	0.867833166	0.842572078	0.804044023	0.757787015	0.751957224	0.769464436	0.763843225	0.787227346	0.711636937	0.000729881	-0.007305487	-0.015913009	-0.021713777	-0.061563756	-0.074392937	-0.094720172	-0.120452841	-0.123806864	-0.113811448	-0.116995769	-0.103899828	-0.147741518	-0.01315121	-0.046436992	-0.075253574	-0.166555068	-0.271913387	-0.338226218	-0.430346026	-0.48851941	-0.475236624	-0.461614434	-0.441791194	-0.503282693	-3.712326831	0.921828242	0.994482692	0.993852263	0.966890028	0.935605373	0.918776586	0.924182049	0.927171542	0.940399309	0.933816002	0.93071182	0.936856712	0.983106469	-0.035349991	-0.002402771	-0.002678169	-0.014622919	-0.028907293	-0.036790081	-0.034242471	-0.032839907	-0.026687699	-0.029738688	-0.031184771	-0.028326827	-0.007399446	-0.075505523	-0.01016188	-0.034602176	-0.087060423	-0.131394747	-0.142065104	-0.134164756	-0.119055211	-0.112852774	-0.121846917	-0.119023196	-0.071452547	-1.159185255
AMG-47a	SD05	1.131091225	1.113437039	0.898647167	0.950174369	0.943936854	0.961807074	0.90753304	0.895579359	0.794739492	0.763644216	0.736668747	0.764073018	0.731069494	0.053497633	0.046665664	-0.04641079	-0.022196689	-0.025057057	-0.016912033	-0.042137555	-0.047895924	-0.099775206	-0.117108933	-0.132727755	-0.116865136	-0.136041338	0.200326595	0.000509747	-0.137214959	-0.094507493	-0.083938181	-0.118099176	-0.180066959	-0.29534226	-0.433768278	-0.499673376	-0.499185782	-0.505812949	-2.646773069	0.98526746	1.041720604	1.039018951	1.023724931	0.987866728	0.968469905	0.973165381	0.970078867	0.968939381	0.967734171	0.962963698	0.964389141	0.966869628	-0.00644586	0.017751254	0.016623469	0.01018328	-0.005301642	-0.01391387	-0.011813349	-0.013192956	-0.013703393	-0.014243924	-0.016390085	-0.015747688	-0.014632082	0.022610788	0.068749446	0.053613498	0.009763276	-0.038431024	-0.051454438	-0.05001261	-0.053792698	-0.055894632	-0.061268017	-0.064275546	-0.060759541	-0.281151499
Selumetinib	SD06	0.956400147	0.94188165	0.921301307	0.843488373	0.800022945	0.811238016	0.850200738	0.818375611	0.855762939	0.867529586	0.81126714	0.841102108	0.738505971	-0.019360366	-0.026003664	-0.035598313	-0.0739209	-0.096897557	-0.090851706	-0.070478522	-0.087047322	-0.067646526	-0.061715705	-0.090836115	-0.075151279	-0.131645989	-0.09072806	-0.123203954	-0.219038425	-0.341636913	-0.375498526	-0.322660456	-0.315051688	-0.309387695	-0.258724462	-0.30510364	-0.331974786	-0.413594535	-3.406603139	0.970012059	1.030136289	1.023429273	1.003914129	0.966877293	0.950306353	0.961523273	0.960510932	0.981965514	0.969635297	0.956722545	0.943697994	0.927311087	-0.013222867	0.012894686	0.010057835	0.001696566	-0.014628639	-0.022136367	-0.0170402	-0.017497688	-0.007903764	-0.013391584	-0.019213992	-0.025166968	-0.032774548	-0.00065636	0.045905043	0.023508803	-0.025864145	-0.073530013	-0.078353134	-0.069075775	-0.050802904	-0.042590695	-0.065211151	-0.08876192	-0.115883032	-0.541315283
BX795	SD07	0.764611016	0.758864054	0.955534669	0.677016539	0.771289204	0.745695133	0.743247269	0.777149984	0.751871704	0.759549117	0.82613299	0.817723053	0.732143077	-0.116559449	-0.119836018	-0.019753551	-0.169400722	-0.112782748	-0.127438691	-0.128866678	-0.109495158	-0.123856259	-0.119444137	-0.082950035	-0.087393759	-0.13540404	-0.472790935	-0.279179139	-0.378308546	-0.564366939	-0.480442878	-0.512610739	-0.476723671	-0.466702833	-0.486600792	-0.404788343	-0.340687587	-0.445595597	-5.308797999	0.924357186	0.990268415	1.003954297	0.984839206	0.951941646	0.931957627	0.944871998	0.943569143	0.941167801	0.938891432	0.950935657	0.936117009	0.938976607	-0.034160178	-0.004247073	0.001713943	-0.006634671	-0.021389673	-0.030603833	-0.024627021	-0.02522627	-0.026332939	-0.027384624	-0.021848868	-0.028669864	-0.027345227	-0.076814502	-0.00506626	-0.009841456	-0.056048687	-0.103987012	-0.110461709	-0.099706583	-0.103118419	-0.107435127	-0.098466984	-0.101037463	-0.112030182	-0.984014382
PIK-90	SD08	1.173246982	1.152171214	0.971529737	0.809107953	0.856327657	0.842801602	0.785420458	0.802498874	0.749460024	0.791311108	0.767742763	0.798003247	0.689765169	0.069389446	0.061517021	-0.012543902	-0.09199353	-0.067360029	-0.074274648	-0.104897791	-0.095555568	-0.125251527	-0.101652738	-0.114784269	-0.097995342	-0.16129874	0.261812933	0.097946238	-0.209074864	-0.318707118	-0.283269354	-0.358344877	-0.400906718	-0.441614191	-0.45380853	-0.432874013	-0.42555922	-0.518588163	-3.482987878	0.998379202	1.069341614	1.055521225	1.033283477	1.003845586	0.994565109	1.004519278	1.002811462	1.003951139	1.000350356	0.994727283	0.981366308	0.985352947	-0.000704475	0.029116468	0.023466971	0.014219485	0.001666914	-0.002366781	0.001958276	0.001219289	0.001712577	0.000152131	-0.00229597	-0.008168856	-0.00640818	0.056823987	0.105166877	0.075372911	0.031772797	-0.001399734	-0.00081701	0.00635513	0.005863732	0.003729416	-0.004287678	-0.020929653	-0.029154073	0.228496702
GSK429286A	SD09	1.083283695	1.0635575	1.048457653	0.858928293	0.752598575	0.785478302	0.820389047	0.766705151	0.735535954	0.748920437	0.755318418	0.778198907	0.692188336	0.034742206	0.026760974	0.020550894	-0.066043091	-0.123436608	-0.104865807	-0.085980147	-0.115371619	-0.133396094	-0.125564318	-0.121869925	-0.108909384	-0.159775723	0.123006362	0.094623737	-0.090984395	-0.378959399	-0.456604831	-0.381691908	-0.402703531	-0.497535425	-0.517920823	-0.494868486	-0.461558617	-0.537370213	-4.00256753	1.071648227	1.197004881	1.231639726	1.225952003	1.186604459	1.175154418	1.220834507	1.222325334	1.231183703	1.230253704	1.228192491	1.222103703	1.219984021	0.03005225	0.078095921	0.090483688	0.088473468	0.074305976	0.070094938	0.086656796	0.087186813	0.090322858	0.089994681	0.089266438	0.08710806	0.086354142	0.216296342	0.33715922	0.357914312	0.325558887	0.288801827	0.313503468	0.347687218	0.355019342	0.360635079	0.358522238	0.352748996	0.346924405	3.960771334
Tivozanib	SD10	0.990485813	0.971548921	1.06009007	0.83835391	0.794575576	0.867954409	0.855761957	0.847511181	0.799936128	0.799082266	0.782229588	0.773221285	0.699125279	-0.004151741	-0.012535326	0.025342766	-0.076572606	-0.099864789	-0.061503086	-0.067647024	-0.071854564	-0.096944688	-0.097408508	-0.106665761	-0.111696199	-0.155444994	-0.033374134	0.02561488	-0.102459679	-0.352874789	-0.32273575	-0.258300221	-0.279003175	-0.337598504	-0.388706392	-0.408148537	-0.43672392	-0.534282387	-3.428592607	0.850119409	0.937503474	0.954757174	0.939631658	0.930017022	0.911397208	0.916172834	0.92761549	0.955222794	0.966783344	0.966141857	0.966202092	0.971620998	-0.070520068	-0.028027114	-0.02010707	-0.027042359	-0.031509103	-0.040292306	-0.03802259	-0.032632008	-0.019895323	-0.01467084	-0.014959102	-0.014932027	-0.012503108	-0.197094365	-0.096268368	-0.094298858	-0.117102924	-0.143602817	-0.156629792	-0.141309195	-0.105054661	-0.069132326	-0.059259885	-0.059782257	-0.054870269	-1.294405719
Dasatinib	SD11	1.199450647	1.175041807	1.159552875	0.906839391	0.866823513	0.810650519	0.830109299	0.77701727	0.808127256	0.793344536	0.790371556	0.779258292	0.660053591	0.078982383	0.070053319	0.064290557	-0.042469623	-0.062069317	-0.091166335	-0.080864721	-0.109569328	-0.092520245	-0.100538165	-0.102168698	-0.108318568	-0.180420802	0.298071404	0.268687751	0.043641867	-0.20907788	-0.306471303	-0.344062112	-0.380868099	-0.404179148	-0.386116821	-0.405413725	-0.420974531	-0.577478739	-2.824241336	0.873484272	0.917881108	0.913155791	0.891931497	0.868657842	0.869107239	0.886590625	0.882337177	0.886192029	0.885788184	0.890989812	0.895685374	0.899033937	-0.058744911	-0.037213569	-0.039455122	-0.049668499	-0.061151255	-0.060926633	-0.052276865	-0.054365422	-0.052472161	-0.052670117	-0.050127262	-0.047844517	-0.046223914	-0.191916959	-0.153337382	-0.178247244	-0.22163951	-0.244155776	-0.226406996	-0.213284574	-0.213675164	-0.210284556	-0.205594758	-0.195943559	-0.188136863	-2.44262334
