Inhibitor	ID	TGFB_0h	TGFB_4h	TGFB_8h	TGFB_12h	TGFB_16h	TGFB_20h	TGFB_24h	TGFB_28h	TGFB_32h	TGFB_36h	TGFB_40h	TGFB_44h	TGFB_48h	TGFB_Log0h	TGFB_Log4h	TGFB_Log8h	TGFB_Log12h	TGFB_Log16h	TGFB_Log20h	TGFB_Log24h	TGFB_Log28h	TGFB_Log32h	TGFB_Log36h	TGFB_Log40h	TGFB_Log44h	TGFB_Log48h	TGFB_AUC4h	TGFB_AUC8h	TGFB_AUC12h	TGFB_AUC16h	TGFB_AUC20h	TGFB_AUC24h	TGFB_AUC28h	TGFB_AUC32h	TGFB_AUC36h	TGFB_AUC40h	TGFB_AUC44h	TGFB_AUC48h	TGFB_TotalAUC	siTGFB_0h	siTGFB_4h	siTGFB_8h	siTGFB_12h	siTGFB_16h	siTGFB_20h	siTGFB_24h	siTGFB_28h	siTGFB_32h	siTGFB_36h	siTGFB_40h	siTGFB_44h	siTGFB_48h	siTGFB_Log0h	siTGFB_Log4h	siTGFB_Log8h	siTGFB_Log12h	siTGFB_Log16h	siTGFB_Log20h	siTGFB_Log24h	siTGFB_Log28h	siTGFB_Log32h	siTGFB_Log36h	siTGFB_Log40h	siTGFB_Log44h	siTGFB_Log48h	siTGFB_AUC4h	siTGFB_AUC8h	siTGFB_AUC12h	siTGFB_AUC16h	siTGFB_AUC20h	siTGFB_AUC24h	siTGFB_AUC28h	siTGFB_AUC32h	siTGFB_AUC36h	siTGFB_AUC40h	siTGFB_AUC44h	siTGFB_AUC48h	siTGFB_TotalAUC
Imatinib mesylate	SC02	1.002152284	1.001029416	0.963896566	0.913341956	0.897004994	0.907496846	0.89549508	0.881888448	0.885731918	0.881254907	0.977046022	1.001697776	0.863943916	0.000933721	0.00044684	-0.015969567	-0.039366592	-0.047205139	-0.042154876	-0.047936796	-0.054586346	-0.052697705	-0.054898452	-0.010084979	0.00073671	-0.063514449	0.002761121	-0.031045454	-0.110672318	-0.173143462	-0.178720029	-0.180183343	-0.205046284	-0.214568102	-0.215192313	-0.129966862	-0.018696539	-0.12555548	-1.580029066	0.989268902	0.959325516	0.904514671	0.885652109	0.874373623	0.871634965	0.858472766	0.83946366	0.830424396	0.796689476	0.765483518	0.720306328	0.678731346	-0.004685643	-0.018034004	-0.043584385	-0.052736839	-0.058302952	-0.059665357	-0.066273478	-0.0759981	-0.080699901	-0.09871092	-0.116064156	-0.14248277	-0.168302093	-0.045439294	-0.123236777	-0.192642447	-0.222079582	-0.235936618	-0.251877669	-0.284543155	-0.313396	-0.358821641	-0.429550151	-0.517093851	-0.621569726	-3.596186911
PF0477736	SC03	0.967751781	1.018888848	1.037281578	1.015033918	0.955236984	0.874226584	0.944740861	0.800441969	0.819366739	0.918936723	0.9002897	0.960212449	0.958236462	-0.014236021	0.008126809	0.015896665	0.006480555	-0.019888871	-0.058375991	-0.024687301	-0.096670148	-0.08652167	-0.036714393	-0.045617718	-0.017632668	-0.018527308	-0.012218424	0.048046947	0.044754439	-0.026816633	-0.156529725	-0.166126584	-0.242714898	-0.366383636	-0.246472124	-0.164664222	-0.126500773	-0.072319951	-1.487945583	0.932806714	0.909059887	0.887084295	0.888971463	0.891086411	0.991328642	1.008285319	1.037570673	0.989212544	0.903591097	0.850762715	0.812708137	0.759838798	-0.030208337	-0.041407505	-0.052035109	-0.05111218	-0.050080179	-0.003782346	0.003583444	0.016017688	-0.004710385	-0.044028057	-0.070191551	-0.090065392	-0.119278535	-0.143231684	-0.18688523	-0.206294579	-0.202384719	-0.10772505	-0.000397804	0.039202263	0.022614606	-0.097476884	-0.228439217	-0.320513887	-0.418687854	-1.850220038
Quizartinib	SC04	0.986278913	1.011436264	0.995698065	0.940963301	0.934959194	0.973021003	0.972840554	0.958098013	1.000238502	1.013146273	0.991429316	1.028989128	0.952109336	-0.006000252	0.004938521	-0.001872337	-0.026427314	-0.029207343	-0.011877785	-0.011958334	-0.018590061	0.000103568	0.005672151	-0.003738243	0.012410786	-0.021313176	-0.002123463	0.006132368	-0.056599302	-0.111269315	-0.082170257	-0.047672238	-0.061096788	-0.036972986	0.011551438	0.003867816	0.017345086	-0.01780478	-0.376812423	0.907058788	0.907312193	0.8937358	0.883806181	0.899589077	0.914254027	0.92449	0.942079814	0.913151739	0.891141557	0.852531047	0.822275189	0.7581563	-0.042364565	-0.042243253	-0.048790845	-0.053642965	-0.045955826	-0.038933118	-0.034097782	-0.025912302	-0.039457049	-0.050053303	-0.069289796	-0.084982814	-0.120241252	-0.169215635	-0.182068196	-0.204867622	-0.199197584	-0.169777889	-0.1460618	-0.120020168	-0.130738702	-0.179020705	-0.238686199	-0.30854522	-0.410448131	-2.458647852
Masatinib	SC05	0.941464233	0.97024816	0.874014792	0.834556277	0.817055287	0.845070608	0.830029116	0.80059649	0.829437047	0.838305332	0.856014222	0.830054908	0.747514161	-0.026196175	-0.013117172	-0.058481217	-0.078544372	-0.087748555	-0.073107003	-0.080906673	-0.096586318	-0.081216571	-0.076597772	-0.06751902	-0.080893178	-0.126380576	-0.078626693	-0.143196779	-0.274051178	-0.332585855	-0.321711117	-0.308027352	-0.354985983	-0.355605778	-0.315628684	-0.288233583	-0.296824396	-0.414547508	-3.484024906	0.945170018	0.987359844	0.957992082	0.958212963	1.011949929	1.02898413	1.037496377	1.045031067	1.05145209	1.05864566	1.095608601	1.028180677	0.918947544	-0.024490063	-0.00552454	-0.01863808	-0.018537958	0.005159024	0.012408677	0.015986589	0.019129201	0.021789489	0.024750621	0.039655433	0.012069438	-0.036709279	-0.060029205	-0.04832524	-0.074352077	-0.026757868	0.035135402	0.056790531	0.070231581	0.08183738	0.09308022	0.128812109	0.103449741	-0.049279682	0.310592892
CI-1040	SC06	0.980666161	1.069240961	1.02516813	0.987154203	0.97797738	0.978191843	0.976239949	0.957533746	0.948974366	0.961037696	0.936107954	0.985329381	0.945084908	-0.00847881	0.029075588	0.010795097	-0.005615001	-0.00967119	-0.009575963	-0.010443424	-0.018845911	-0.022745519	-0.017259577	-0.028674065	-0.006418567	-0.024529172	0.041193555	0.079741368	0.010360191	-0.030572382	-0.038494306	-0.040038775	-0.058578672	-0.08318286	-0.080010192	-0.091867283	-0.070185263	-0.061895478	-0.423530098	0.938330665	0.939068017	0.926368037	0.925392756	0.939692444	0.954106088	0.953112475	0.904041516	0.866152224	0.825291267	0.767210424	0.731255541	0.668332985	-0.027644091	-0.027302951	-0.033216438	-0.033673904	-0.027014265	-0.020403333	-0.020855846	-0.043811625	-0.062405775	-0.08339275	-0.115085505	-0.13593083	-0.175007104	-0.109894082	-0.121038777	-0.133780685	-0.12137634	-0.094835196	-0.082518358	-0.129334942	-0.212434801	-0.291597051	-0.396956511	-0.50203267	-0.621875868	-2.817675282
XL388	SC07	0.89579664	0.901863356	0.917728523	0.86804838	0.846531802	0.883174188	0.856409749	0.822683224	0.859286082	0.889662016	0.903493654	0.93366343	0.913545375	-0.047790571	-0.044859259	-0.03728577	-0.061456069	-0.072356722	-0.053953632	-0.067318398	-0.084767359	-0.065862222	-0.050774951	-0.044074894	-0.029809651	-0.039269877	-0.185299659	-0.164290058	-0.197483679	-0.267625582	-0.252620708	-0.24254406	-0.304171512	-0.301259162	-0.233274347	-0.189699689	-0.14776909	-0.138159056	-2.624196603	0.968978881	0.938305809	0.895641399	0.891111388	0.892419279	0.900629503	0.885540066	0.862765106	0.842666155	0.831055741	0.786884168	0.759118366	0.706070295	-0.013685688	-0.027655595	-0.04786584	-0.050068006	-0.049431056	-0.04545383	-0.052791785	-0.064107428	-0.074344449	-0.080369846	-0.104089193	-0.119690501	-0.151152059	-0.082682567	-0.151042871	-0.195867693	-0.198998125	-0.189769773	-0.19649123	-0.233798425	-0.276903754	-0.30942859	-0.368918077	-0.447559387	-0.541685121	-3.193145612
PIK-75	SC08	0.990854174	0.999628799	0.97719191	1.00016352	0.9791961	0.800260478	0.779609454	0.777651888	0.776048607	0.792595084	0.801227508	0.899815771	0.803606319	-0.003990257	-0.00016124	-0.010020137	7.10E-05	-0.009130325	-0.096768631	-0.108122903	-0.109214769	-0.110111076	-0.100948626	-0.096244149	-0.045846399	-0.094956657	-0.008302995	-0.020362755	-0.019898254	-0.01811863	-0.211797912	-0.409783068	-0.434675345	-0.438651691	-0.422119404	-0.394385549	-0.284181096	-0.281606112	-2.94388281	0.940806987	0.925547359	0.887233484	0.889031126	0.900038702	0.927600086	0.946621636	0.949306478	0.95010728	0.932562209	0.873495492	0.798533841	0.730408561	-0.026499466	-0.033601354	-0.051962076	-0.051083034	-0.045738815	-0.03263922	-0.023823574	-0.022593556	-0.022227354	-0.030322188	-0.058739332	-0.097706674	-0.136434145	-0.12020164	-0.171126861	-0.20609022	-0.193643698	-0.15675607	-0.112925587	-0.092834258	-0.089641819	-0.105099084	-0.17812304	-0.312892012	-0.468281639	-2.207615928
PLX4032	SC09	1.11293743	1.108697203	1.06369295	0.944803784	0.924876301	0.915772261	0.905844936	0.88151004	0.879090324	0.933755394	0.924001389	0.954337191	0.888562318	0.046470749	0.044812952	0.026816281	-0.024658376	-0.033916349	-0.038212516	-0.042946139	-0.054772737	-0.0559665	-0.029766876	-0.034327376	-0.020298151	-0.051312108	0.182567401	0.143258465	0.00431581	-0.11714945	-0.144257729	-0.162317309	-0.195437752	-0.221478474	-0.171466753	-0.128188505	-0.109251054	-0.143220519	-1.062625868	0.998494501	0.985614397	0.940699824	0.98986333	1.086036985	1.137496378	1.145079624	1.102904915	1.076803868	1.062918758	1.021817718	0.962459845	0.84849517	-0.000654323	-0.006292961	-0.026548937	-0.004424764	0.035844615	0.055950022	0.058835687	0.042538072	0.032136607	0.026500071	0.009373429	-0.016617381	-0.071350626	-0.013894568	-0.065683797	-0.061947403	0.062839703	0.183589276	0.229571418	0.202747518	0.149349358	0.117273357	0.071747001	-0.014487904	-0.175936013	0.685167946
GDC-046	SC10	1.063674749	1.075336723	1.068152362	1.017264801	0.982679759	0.987992718	0.973555397	0.930848537	0.925974243	0.905852441	0.978279096	1.063765802	1.077560514	0.026808849	0.031544477	0.028633205	0.007434017	-0.007587989	-0.005246256	-0.011639331	-0.031120979	-0.033401094	-0.042942541	-0.009537226	0.026846024	0.032441669	0.116706654	0.120355365	0.072134445	-0.000307944	-0.025668491	-0.033771175	-0.085520622	-0.129044146	-0.152687269	-0.104959535	0.034617596	0.118575387	-0.069569736	0.971351839	0.954352461	0.929856198	0.921391839	0.923442217	0.93680086	0.950179101	0.925027098	0.898750115	0.888543092	0.852048974	0.823238702	0.768440022	-0.012623433	-0.020291202	-0.03158421	-0.035555639	-0.034590275	-0.028352719	-0.022194526	-0.033845545	-0.046361041	-0.051321505	-0.069535442	-0.084474221	-0.114390024	-0.065829271	-0.103750824	-0.134279697	-0.140291827	-0.125885988	-0.101094491	-0.112080142	-0.160413172	-0.195365092	-0.241713895	-0.308019326	-0.39772849	-2.086452213
Cabozantinib	SC11	0.968906696	0.980512174	0.98799457	0.9348317	0.931466957	0.939666635	0.916343388	0.882781826	0.958951528	1.046831074	1.012778448	1.092560034	1.111216524	-0.013718043	-0.00854701	-0.005245442	-0.029266569	-0.030832547	-0.027026193	-0.03794175	-0.054146616	-0.018203345	0.019876606	0.005514451	0.03844531	0.045798691	-0.044530105	-0.027584904	-0.069024023	-0.120198232	-0.11571748	-0.129935886	-0.184176732	-0.144699922	0.003346522	0.050782113	0.087919522	0.168488001	-0.525331125	0.941220201	0.915323884	0.875923474	0.863120405	0.868120242	0.889284863	0.89926021	0.856396967	0.838460411	0.82578261	0.80120651	0.771905026	0.72477006	-0.02630876	-0.038425205	-0.057533835	-0.063928616	-0.061420117	-0.0509591	-0.046114623	-0.067324879	-0.076517438	-0.083134267	-0.096255531	-0.112436131	-0.139799756	-0.129467931	-0.19191808	-0.242924902	-0.250697467	-0.224758434	-0.194147445	-0.226879004	-0.287684636	-0.319303411	-0.358779595	-0.417383324	-0.504471774	-3.348416003
Ponatinib	SC12	1.022183319	1.049918943	1.016066384	0.96821389	0.952984779	0.955789029	0.940413535	0.904620862	0.940685351	0.938857525	0.9400821	0.978894157	0.854586018	0.009528789	0.021155771	0.006922083	-0.014028691	-0.020914036	-0.019637959	-0.026681129	-0.043533401	-0.026555619	-0.027400308	-0.026834217	-0.009264264	-0.068244217	0.061369122	0.056155709	-0.014213216	-0.069885454	-0.081103989	-0.092638175	-0.14042906	-0.14017804	-0.107911855	-0.10846905	-0.072196961	-0.155016962	-0.864517931	0.97333489	0.958045284	0.92524805	0.945357755	0.929336335	0.91341243	0.879168264	0.855409711	0.848630782	0.834226229	0.808867552	0.775813916	0.724519899	-0.011737709	-0.018613963	-0.033741822	-0.024403809	-0.031827083	-0.039333083	-0.055927997	-0.067825824	-0.071281219	-0.07871616	-0.092122586	-0.110242435	-0.139949682	-0.060703343	-0.104711568	-0.116291261	-0.112461783	-0.14232033	-0.19052216	-0.247507642	-0.278214086	-0.299994758	-0.341677491	-0.404730041	-0.500384233	-2.799518697
GCI1746	SD02	0.990917541	1.01005621	1.035296202	0.966053014	0.92552991	0.957977915	0.943148759	0.945180821	0.995785266	1.048293981	1.03806651	1.067747828	0.9379369	-0.003962484	0.004345543	0.015064621	-0.01499904	-0.033609542	-0.018644503	-0.025419802	-0.024485099	-0.001834304	0.020483092	0.01622518	0.028468697	-0.027826378	0.000766119	0.038820328	0.000131161	-0.097217164	-0.104508089	-0.088128611	-0.099809803	-0.052638807	0.037297576	0.073416545	0.089387754	0.001284637	-0.201198354	0.915834472	0.893384777	0.872891282	0.873242671	0.883050147	0.925585068	0.905724918	0.885442986	0.870412264	0.850970648	0.812787838	0.778277267	0.694804505	-0.038183014	-0.048961452	-0.059039844	-0.058865051	-0.054014633	-0.03358366	-0.043003684	-0.052839398	-0.060274998	-0.07008542	-0.090022803	-0.108865655	-0.158137374	-0.174288931	-0.216002592	-0.235809789	-0.225759367	-0.175196586	-0.153174688	-0.191686164	-0.226228793	-0.260720836	-0.320216446	-0.397776917	-0.534006058	-3.110867168
CX-4945	SD03	1.126546593	1.12301866	1.107013326	0.973488385	0.940927265	0.935533998	0.918371584	0.897343776	0.896535626	0.890170964	0.965397939	1.08914412	0.960332522	0.051749158	0.050386973	0.044152849	-0.011669226	-0.026443947	-0.028940425	-0.036981563	-0.047041145	-0.047432448	-0.050526576	-0.015293633	0.037085351	-0.017578363	0.204272262	0.189079643	0.064967246	-0.076226345	-0.110768744	-0.131843976	-0.168045415	-0.188947186	-0.195918048	-0.131640417	0.043583437	0.039013976	-0.462473568	0.965215907	0.944229606	0.898313651	0.90601845	0.913875993	0.921514962	0.92265242	0.926065762	0.924658462	0.927756729	0.91281321	0.891931492	0.849413842	-0.015375529	-0.024922387	-0.046572001	-0.042862958	-0.039112731	-0.035497609	-0.034961875	-0.033358172	-0.034018652	-0.032565887	-0.039618084	-0.049668502	-0.070880666	-0.080595832	-0.142988774	-0.178869918	-0.163951379	-0.14922068	-0.140918968	-0.136640094	-0.134753647	-0.133169077	-0.144367941	-0.178573171	-0.241098336	-1.825147817
AMG-47a	SD05	0.922937359	0.9173421	0.968292257	0.944804616	0.878072181	0.937194469	0.958022268	0.919844352	0.948391128	1.052727304	1.024186995	1.115265678	0.879447773	-0.034827774	-0.037468675	-0.013993541	-0.024657994	-0.056469782	-0.028170283	-0.018624396	-0.036285654	-0.023012517	0.022315887	0.010379257	0.047378337	-0.055789947	-0.144592898	-0.102924432	-0.077303069	-0.162255551	-0.16928013	-0.093589359	-0.1098201	-0.118596343	-0.001393261	0.065390288	0.115515188	-0.016823219	-0.815672884	1.177144518	1.157332775	1.136462173	1.132437495	1.170888463	1.200108682	1.233423522	1.223788699	1.227225055	1.229685246	1.210905579	1.199484943	1.165229938	0.070829784	0.063458252	0.055554985	0.05401424	0.068515527	0.079220578	0.091112226	0.087706438	0.088924213	0.089793962	0.08311028	0.078994801	0.066411634	0.268576073	0.238026474	0.219138451	0.245059535	0.295472209	0.340665608	0.35763733	0.353261303	0.357436351	0.345808485	0.324210162	0.29081287	3.63610485
Selumetinib	SD06	0.927796891	0.966973578	0.974190244	0.913131095	0.898112406	0.896733054	0.909858389	0.944619477	0.949221195	0.946250283	0.927259951	0.984497785	0.909043851	-0.032547087	-0.014585393	-0.011356224	-0.039466868	-0.046669304	-0.047336822	-0.041026196	-0.024743104	-0.022632573	-0.023993978	-0.032798497	-0.006785257	-0.041415167	-0.094264959	-0.051883233	-0.101646184	-0.172272345	-0.188012252	-0.176726036	-0.131538601	-0.094751354	-0.093253101	-0.11358495	-0.079167508	-0.096400846	-1.393501369	1.079815494	1.102032276	1.080324224	1.221076057	1.324611392	1.348384845	1.340453809	1.328266976	1.322272389	1.278798021	1.226700907	1.16971043	1.033069331	0.033349555	0.042194314	0.033554114	0.086742716	0.122088486	0.129813863	0.127251853	0.123285375	0.121320929	0.106801956	0.088738686	0.068078362	0.014129469	0.151087738	0.151496857	0.24059366	0.417662403	0.503804697	0.514131432	0.501074457	0.489212609	0.45624577	0.391081284	0.313634098	0.164415662	4.294440665
BX795	SD07	0.972111736	0.967175346	0.977836631	0.926634177	0.908006437	0.908028139	0.888397775	0.860278339	0.894949599	0.920216019	0.915201551	0.938607292	0.975096102	-0.012283814	-0.014494782	-0.009733698	-0.033091686	-0.041911073	-0.041900693	-0.051392538	-0.065361012	-0.048201422	-0.036110211	-0.038483253	-0.027516076	-0.01095258	-0.053557192	-0.04845696	-0.085650767	-0.150005517	-0.167623531	-0.186586461	-0.2335071	-0.227124869	-0.168623266	-0.149186927	-0.131998657	-0.076937312	-1.679258559	1.028994978	1.083150465	1.137111815	1.173137922	1.19811383	1.220415691	1.217316726	1.200535624	1.202549801	1.212045528	1.20037144	1.195603754	1.134789141	0.012413255	0.03468879	0.055803172	0.069349074	0.078498081	0.086507783	0.085403589	0.079375052	0.080103071	0.083518934	0.079315654	0.07758727	0.054915171	0.094204091	0.180983925	0.250304491	0.29569431	0.330011728	0.343822744	0.329557282	0.318956245	0.327244009	0.325669175	0.313805848	0.265004883	3.37525873
PIK-90	SD08	0.931217661	0.873616334	0.938840339	0.912207637	0.920825057	0.935429781	0.922286693	0.87942091	0.944750297	0.91901068	0.907215727	0.943741736	0.804330671	-0.030948796	-0.058679255	-0.027408258	-0.039906296	-0.035822871	-0.028988808	-0.035134057	-0.055803212	-0.024682963	-0.036679442	-0.04228943	-0.025146838	-0.09456537	-0.179256101	-0.172175026	-0.134629109	-0.151458335	-0.129623358	-0.12824573	-0.18187454	-0.160972351	-0.122724809	-0.157937743	-0.134872536	-0.239424417	-1.893194055	1.216406204	1.197702396	1.194379768	1.200041143	1.201439293	1.248642925	1.246760852	1.227266755	1.220849596	1.222283419	1.226452371	1.210622451	1.166087346	0.085078626	0.078348918	0.077142438	0.079196136	0.079701831	0.096438261	0.095783157	0.08893897	0.086662164	0.08717192	0.088650687	0.083008724	0.066731083	0.32685509	0.310982713	0.312677148	0.317795935	0.352280184	0.384442836	0.369444254	0.351202267	0.347668168	0.351645215	0.343318822	0.299479612	4.067792244
GSK429286A	SD09	1.036590915	1.039557608	1.024131694	0.964498538	0.919005537	0.913643045	0.896915995	0.865576007	0.925913436	0.915355825	0.900808193	1.055592176	0.981451788	0.015607398	0.016848561	0.010355807	-0.015698426	-0.036681872	-0.039223447	-0.047248231	-0.06269479	-0.033429614	-0.03841005	-0.045367672	0.023496163	-0.008131029	0.064911919	0.054408735	-0.01068524	-0.104760597	-0.151810639	-0.172943357	-0.219886043	-0.192248808	-0.143679328	-0.167555446	-0.04374302	0.030730266	-1.057261556	1.115623058	1.289012263	1.262467026	1.248905067	1.269521658	1.290581806	1.297772773	1.303228715	1.300827684	1.300544896	1.27967321	1.254215228	1.185889356	0.047517482	0.110257049	0.101220044	0.096529428	0.103640114	0.110785538	0.113198659	0.115020641	0.114219771	0.114125349	0.107099078	0.098372069	0.074044171	0.315549062	0.422954186	0.395498943	0.400339084	0.428851305	0.447968394	0.456438598	0.458480823	0.45669024	0.442448854	0.410942295	0.344832481	4.980994264
Tivozanib	SD10	1.148829768	1.136482394	1.107234882	1.063500235	1.095018327	1.093644147	1.053330193	1.013903831	0.954204557	0.932702807	0.910008632	0.939390459	0.85081569	0.06025568	0.055562712	0.044239759	0.02673759	0.039421388	0.038876033	0.022564533	0.005996764	-0.020358514	-0.030256716	-0.040954488	-0.027153855	-0.07016451	0.231636785	0.199604943	0.141954699	0.132317956	0.156594842	0.122881132	0.057122594	-0.028723499	-0.10123046	-0.142422409	-0.136216686	-0.19463673	0.438883167	1.188268926	1.219762225	1.160827311	1.219212215	1.261718392	1.275329734	1.281204827	1.262491354	1.26326595	1.265528682	1.245505723	1.223842797	1.184991959	0.07491474	0.086275179	0.064767617	0.086079305	0.100962434	0.105622485	0.107618566	0.101228413	0.10149479	0.102271992	0.095345727	0.087725636	0.073715403	0.322379839	0.302085594	0.301693845	0.374083478	0.413169838	0.426482103	0.417693958	0.405446406	0.407533566	0.39523544	0.366142727	0.322882079	4.454828872
Dasatinib	SD11	1.021911342	1.04503049	1.023092517	0.972161443	0.951011797	0.953294028	0.937325063	0.89283623	0.947079394	0.992783368	0.985464957	1.105580583	0.876892351	0.009413219	0.019128962	0.009914908	-0.012261608	-0.021814096	-0.020773128	-0.02810977	-0.049228195	-0.023613612	-0.003145507	-0.006358815	0.043590403	-0.057053718	0.057084362	0.05808774	-0.004693399	-0.068151407	-0.085174447	-0.097765796	-0.154675931	-0.145683615	-0.053518239	-0.019008643	0.074463176	-0.026926631	-0.465962829	1.099256034	1.063232624	1.118205973	1.170016075	1.220954122	1.216914465	1.19387237	1.176110704	1.179249023	1.181577409	1.169750252	1.144788343	1.086689648	0.041098858	0.026628294	0.048521808	0.068191829	0.086699345	0.085260053	0.076957901	0.070448203	0.071605525	0.072462179	0.068093147	0.058725198	0.03610553	0.135454304	0.150300203	0.233427273	0.309782348	0.343918798	0.32443591	0.294812208	0.284107455	0.288135408	0.281110653	0.253636692	0.189661457	3.088782709
Regorafenib	SD12	1.030163018	1.042628047	1.092809347	1.04781858	0.999276622	1.03128869	1.004418749	0.990989107	0.984169175	0.98166	0.986850754	1.036626094	0.890947966	0.012905955	0.018129403	0.038544401	0.020286095	-0.000314273	0.013380255	0.001914811	-0.003931119	-0.006930242	-0.008038905	-0.005748523	0.015622137	-0.050147659	0.062070717	0.113347609	0.117660992	0.039943645	0.026131964	0.030590132	-0.004032617	-0.021722722	-0.029938293	-0.027574855	0.019747228	-0.069051045	0.257172754	1.156346484	1.134031762	1.092829587	1.074908702	1.107242471	1.123771939	1.179609073	1.201430916	1.18249986	1.155378301	1.101791799	1.060091034	0.984712823	0.063087984	0.054625218	0.038552444	0.031371579	0.044242736	0.050678183	0.071738104	0.079698803	0.072801098	0.062724207	0.042099535	0.025343161	-0.006690407	0.235426405	0.186355326	0.139848046	0.151228629	0.189841839	0.244832575	0.302873815	0.304999803	0.27105061	0.209647485	0.134885394	0.037305509	2.408295436
S-99	SE01	1.112202365	1.110825222	1.154980952	1.159449045	1.065428361	1.054370083	0.998621895	0.861383939	0.837419807	0.863414495	0.89678274	0.999466953	0.879771446	0.046183814	0.045645732	0.062574822	0.064251667	0.027524253	0.022993075	-0.000598916	-0.06480323	-0.077056771	-0.063780665	-0.047312759	-0.000231561	-0.055630138	0.183659093	0.216441108	0.253652978	0.183551841	0.101034656	0.044788317	-0.130804293	-0.283720003	-0.281674872	-0.222186847	-0.09508864	-0.111723398	-0.14207006	1.037193679	1.023691327	1.003183313	1.027310207	1.017901434	1.007010956	0.99123932	0.971770073	0.95519888	0.946843314	0.922799726	0.895636803	0.841128799	0.015859861	0.010169024	0.001380299	0.011701603	0.007705726	0.003034196	-0.003821479	-0.01243648	-0.019906195	-0.023721883	-0.034892543	-0.047868069	-0.075137497	0.05205777	0.023098647	0.026163805	0.038814659	0.021479844	-0.001574567	-0.032515917	-0.06468535	-0.087256157	-0.117228853	-0.165521224	-0.246011132	-0.553178476
